source_schema,table_name,primary_key,watermark_column,enabled
dbo,fhc_CustomerContact,contact_id,,0
dbo,fhc_CustomerCoverage,customerCoverage_id,,0
dbo,fhc_Template,id,,0
dbo,f_sys_group,group_id,,0
dbo,fhc_CustomerFiles,customerfiles_id,,0
dbo,fhc_SubscriptionType,subscriptionType_Id,,0
dbo,fhc_address,address_id,,0
dbo,f_sys_groupchannel,channel_id|group_id,,0
dbo,fhc_CustomerPayment,payment_id,,0
dbo,fhc_subscription_origin,subscription_origin_id,,0
dbo,fhc_CoverageDetailTemplate,coverageDetailTemplate_id,,0
dbo,fhc_customerrate,customer_rate_id,,0
dbo,fhc_CustomerSalesTaskPlan,salesTaskPlan_id,,0
dbo,fhc_CustomerSeminar,seminar_id,,0
dbo,fhc_kilometerdriven,kilometerdriven_id,,0
dbo,fhc_ClaimantVideoSessions,id,,0
dbo,fhc_CustomerSeminar_ResourcePerson,person_id|seminar_id,,0
dbo,fA_ApplicationSettings,ApplicationSettingsId,,0
dbo,fhc_RateResource,rate_id|resource_category_id,,0
dbo,f_sys_message_language,language_id|user_message_id,,0
dbo,fhc_CustomerTasks,task_id,,0
dbo,fA_ApplicationSettingsLanguage,ApplicationSettingsLanguage,,0
dbo,fhc_Reminderlist_Pagemodule,name,,0
dbo,fhc_CustomerTentativeOrderCoverages,tentativeOrderCoverageArea_id,,0
dbo,fhc_notattending,notattending_id,,0
dbo,fhc_Report_Person_Resource_Contact,report_person_resource_contact_id|report_person_resource_id,,0
dbo,f_sys_meta_robots_html,meta_robots_html_id,,0
dbo,fhc_CustomerTentativeOrderDetails,tentativeorderdetail_id,,0
dbo,fhc_RoleRoles,mainrole_id|role_id,,0
dbo,fhc_CustomerTentativeOrderMain,tentativeorder_id,,0
dbo,fhc_referredto,referredto_id,,0
dbo,fhc_ClaimantOpenFITEpisodes,id,,0
dbo,fhc_SortOrder,customer_id|persontype_id,,0
dbo,fhc_reportedhrsearchtype,reportedhrsearchtype_id,,0
dbo,f_sys_modules,module_id,,0
dbo,fhc_Evaluation,evaluation_id,,0
dbo,fhc_Incident,incident_Id,,0
dbo,fhc_reportnumber,reportnumber_id,,0
dbo,fhc_Customer,customer_id,,0
dbo,fhc_IncidentSpecification,incident_specification_Id,,0
dbo,fhc_OpenFITMeasurmentLog,id,,0
dbo,fhc_Invoice,invoice_id,,0
dbo,fhc_resetpasswordcount,reset_password_count_id,,0
dbo,fhc_InvoicingType,invoicingtype_id,,0
dbo,fhc_BookingStatus,id,,0
dbo,fhc_ReportType,ReportTypeId,,0
dbo,fhc_Message,message_Id,,0
dbo,f_sys_page,page_id,,0
dbo,fhc_OvertimeRates,overtimerate_id,,0
dbo,fhc_OpenFITUserLog,id,,0
dbo,fhc_PaymentTerms,paymentTerm_id,,0
dbo,fhc_PaymentType,paymentType_id,,0
dbo,fhc_resourcepersoncprno,resourcepersoncprnoid,,0
dbo,fhc_Dictionary_Not_Translated,DictionaryId,,0
dbo,f_sys_page_language,language_id|page_id,,0
dbo,fhc_PersonTypes,persontype_id,,0
dbo,fhc_Picture,picture_id,,0
dbo,fhc_statistic,statistic_id,,0
dbo,fhc_PriceModel,priceModel_id,,0
dbo,fhc_statistic_source,statistic_source_id,,0
dbo,f_sys_page_language_log,page_language_log_id,,0
dbo,fhc_RatePrice,ratePrice_id,,0
dbo,fhc_JournalLog,id,,0
dbo,fhc_CustomerOtherInfo,CustomerOtherInfo_ID,,0
dbo,fhc_ReferredBy,referredBy_id,,0
dbo,fhc_DictionaryResource,DictionaryID,,0
dbo,fhc_Booking,id,,0
dbo,fhc_DynamicFields,dynamicField_id,,0
dbo,fhc_ReportComment,reportcomment_id,,0
dbo,fhc_Report_Person_Resource,report_person_resource_id,,0
dbo,f_sys_page_module,page_module_id,,0
dbo,fhc_ResourceCategory,resource_category_Id,,0
dbo,f_sys_page_module_language,language_id|page_module_id,,0
dbo,fhc_ExportRessourceClaimIDs,claim_Id|user_id,,0
dbo,fhc_ResourceReport,resourceReport_id,,0
dbo,fhc_BookingComment,id,,0
dbo,f_sys_page_module_user,page_module_user_id,,0
dbo,fhc_ResourceReportLine,resourceReportLine_id,,0
dbo,fhc_invoiceline,invoiceline_id,,0
dbo,fhc_Roles,roles_id,,0
dbo,fhc_SalesChannel,sales_channel_Id,,0
dbo,f_sys_page_modulesetting,page_module_id|SettingName|SettingValue,,0
dbo,fhc_SeminarCategory,seminar_category_id,,0
dbo,fhc_TarifPrice,id,,0
dbo,fhc_Rate,rate_Id,,0
dbo,fhc_SeminarForm,seminar_form_id,,0
dbo,fhc_ClaimControl,id,,0
dbo,fhc_SeminarStatus,seminar_status_id,,0
dbo,fhc_Dictionary,DictionaryId,,0
dbo,fhc_customer_accesscard,customer_accesscard_id,,0
dbo,f_sys_page_tablecolumn,page_tablecolumn_id,,0
dbo,fhc_SmsMessage,message_id,,0
dbo,fhc_TaskTemplateDetails,task_templates_details_Id,,0
dbo,fhc_Tarif,tarif_id,,0
dbo,fhc_TaskDetails,taskdetail_id,,0
dbo,fhc_TaskTemplate,task_template_Id,,0
